text,char,word,index,index_num,line,id
"But, love, hate on, for now I know thy mind;",44,10,CXLIX,149,13,2233
"Those that can see thou lov'st, and I am blind.",47,10,CXLIX,149,14,2234
CL,2,1,CL,150,0,2235
"O! from what power hast thou this powerful might,",49,9,CL,150,1,2236
With insufficiency my heart to sway?,36,6,CL,150,2,2237
"To make me give the lie to my true sight,",41,10,CL,150,3,2238
And swear that brightness doth not grace the day?,49,9,CL,150,4,2239
"Whence hast thou this becoming of things ill,",45,8,CL,150,5,2240
That in the very refuse of thy deeds,36,8,CL,150,6,2241
"There is such strength and warrantise of skill,",47,8,CL,150,7,2242
"That, in my mind, thy worst all best exceeds?",45,9,CL,150,8,2243
"Who taught thee how to make me love thee more,",46,10,CL,150,9,2244
The more I hear and see just cause of hate?,43,10,CL,150,10,2245
"O! though I love what others do abhor,",38,8,CL,150,11,2246
With others thou shouldst not abhor my state:,45,8,CL,150,12,2247
"If thy unworthiness rais'd love in me,",38,7,CL,150,13,2248
More worthy I to be belov'd of thee.,36,8,CL,150,14,2249
CLI,3,1,CLI,151,0,2250
"Love is too young to know what conscience is,",45,9,CLI,151,1,2251
Yet who knows not conscience is born of love?,45,9,CLI,151,2,2252
"Then, gentle cheater, urge not my amiss,",40,7,CLI,151,3,2253
Lest guilty of my faults thy sweet self prove:,46,9,CLI,151,4,2254
"For, thou betraying me, I do betray",35,7,CLI,151,5,2255
My nobler part to my gross body's treason;,42,8,CLI,151,6,2256
My soul doth tell my body that he may,37,9,CLI,151,7,2257
"Triumph in love; flesh stays no farther reason,",47,8,CLI,151,8,2258
"But rising at thy name doth point out thee,",43,9,CLI,151,9,2259
"As his triumphant prize. Proud of this pride,",45,8,CLI,151,10,2260
"He is contented thy poor drudge to be,",38,8,CLI,151,11,2261
"To stand in thy affairs, fall by thy side.",42,9,CLI,151,12,2262
No want of conscience hold it that I call,41,9,CLI,151,13,2263
"Her 'love,' for whose dear love I rise and fall.",48,10,CLI,151,14,2264
CLII,4,1,CLII,152,0,2265
"In loving thee thou know'st I am forsworn,",42,8,CLII,152,1,2266
"But thou art twice forsworn, to me love swearing;",49,9,CLII,152,2,2267
"In act thy bed-vow broke, and new faith torn,",45,9,CLII,152,3,2268
In vowing new hate after new love bearing:,42,8,CLII,152,4,2269
"But why of two oaths' breach do I accuse thee,",46,10,CLII,152,5,2270
When I break twenty? I am perjur'd most;,40,8,CLII,152,6,2271
"For all my vows are oaths but to misuse thee,",45,10,CLII,152,7,2272
And all my honest faith in thee is lost:,40,9,CLII,152,8,2273
"For I have sworn deep oaths of thy deep kindness,",49,10,CLII,152,9,2274
"Oaths of thy love, thy truth, thy constancy;",44,8,CLII,152,10,2275
"And, to enlighten thee, gave eyes to blindness,",47,8,CLII,152,11,2276
Or made them swear against the thing they see;,46,9,CLII,152,12,2277
"For I have sworn thee fair; more perjur'd I,",44,9,CLII,152,13,2278
To swear against the truth so foul a lie!,41,9,CLII,152,14,2279
CLIII,5,1,CLIII,153,0,2280
Cupid laid by his brand and fell asleep:,40,8,CLIII,153,1,2281
"A maid of Dian's this advantage found,",38,7,CLIII,153,2,2282
And his love-kindling fire did quickly steep,44,7,CLIII,153,3,2283
In a cold valley-fountain of that ground;,41,7,CLIII,153,4,2284
"Which borrow'd from this holy fire of Love,",43,8,CLIII,153,5,2285
"A dateless lively heat, still to endure,",40,7,CLIII,153,6,2286
"And grew a seeting bath, which yet men prove",44,9,CLIII,153,7,2287
Against strange maladies a sovereign cure.,42,6,CLIII,153,8,2288
"But at my mistress' eye Love's brand new-fired,",47,8,CLIII,153,9,2289
The boy for trial needs would touch my breast;,46,9,CLIII,153,10,2290
"I, sick withal, the help of bath desired,",41,8,CLIII,153,11,2291
"And thither hied, a sad distemper'd guest,",42,7,CLIII,153,12,2292
"But found no cure, the bath for my help lies",44,10,CLIII,153,13,2293
Where Cupid got new fire; my mistress' eyes.,44,8,CLIII,153,14,2294
CLIV,4,1,CLIV,154,0,2295
"The little Love-god lying once asleep,",38,6,CLIV,154,1,2296
"Laid by his side his heart-inflaming brand,",43,7,CLIV,154,2,2297
Whilst many nymphs that vow'd chaste life to keep,49,9,CLIV,154,3,2298
Came tripping by; but in her maiden hand,40,8,CLIV,154,4,2299
The fairest votary took up that fire,36,7,CLIV,154,5,2300
Which many legions of true hearts had warm'd;,45,8,CLIV,154,6,2301
And so the general of hot desire,32,7,CLIV,154,7,2302
"Was, sleeping, by a virgin hand disarm'd.",41,7,CLIV,154,8,2303
"This brand she quenched in a cool well by,",42,9,CLIV,154,9,2304
"Which from Love's fire took heat perpetual,",43,7,CLIV,154,10,2305
"Growing a bath and healthful remedy,",36,6,CLIV,154,11,2306
"For men diseas'd; but I, my mistress' thrall,",45,8,CLIV,154,12,2307
"Came there for cure and this by that I prove,",45,10,CLIV,154,13,2308
"Love's fire heats water, water cools not love.",46,8,CLIV,154,14,2309
